scorer,qrels_variant,threshold,pruning_percent,pipeline,metric,n_queries,mean_full,mean_pruned,mean_diff_pruned_minus_full,lower_bound_relative,lower_bound_absolute,upper_bound_absolute,ci95_low,ci95_high,p_noninferiority,t_noninferiority,df_noninferiority,p_upper_test,t_upper_test,df_upper_test,passes_pruning_tost_p_lt_0.05,margin_respected_by_mean,margin_respected_by_ci,retained_for_plot
finetuned_qualt5,dev.small,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.2434862851842856,0.0135515319819539,-0.05,-0.0114967376601165,1000000.0,0.0084469721504527,0.018656091813455,4.521625058075775e-22,9.61928623516813,6979.0,0.0,-384029964.6349917,6979.0,True,True,True,True
finetuned_qualt5,dev.small,0.3,30.0,SPLADE,RR@10,6980,0.2969339837176513,0.2865110633556192,-0.0104229203620321,-0.05,-0.0148466991858825,1000000.0,-0.013738665139991,-0.0071071755840731,0.0044659277800839,2.615385597814394,6979.0,0.0,-591210756.5083729,6979.0,True,True,True,True
finetuned_qualt5,dev.small,0.45,45.0,BM25,RR@10,6980,0.1842761631873379,0.1960431732387319,0.011767010051394,-0.05,-0.0092138081593668,1000000.0,0.0056743960653748,0.0178596240374131,7.953490136468599e-12,6.750596883015682,6979.0,0.0,-321750883.8677707,6979.0,True,True,True,True
finetuned_qualt5,dev.small,0.45,45.0,BM25,nDCG@10,6980,0.2299347532023317,0.2349275573261887,0.004992804123857,-0.05,-0.0114967376601165,1000000.0,-0.0011016412337602,0.0110872494814743,5.8408548113810164e-08,5.303930403860801,6979.0,0.0,-321654200.39350444,6979.0,True,True,True,True
finetuned_qualt5,dev.small,0.6,60.0,BM25,RR@10,6980,0.1842761631873379,0.1884257174694137,0.0041495542820757,-0.05,-0.0092138081593668,1000000.0,-0.0026601428540203,0.0109592514181718,6.034274458645877e-05,3.846904166864812,6979.0,0.0,-287869476.5451989,6979.0,True,True,True,True
itn,dev.small,0.15,15.0,BM25,RR@10,6980,0.1842761631873379,0.1809292991313048,-0.0033468640560331,-0.05,-0.0092138081593668,1000000.0,-0.0085474414506898,0.0018537133386236,0.0135173118318423,2.211484009396916,6979.0,0.0,-376939677.2575036,6979.0,True,True,True,True
metadata_qualt5_ALLMETAPJ_ck1,dev.small,0.15,15.0,BM25,R@100,6980,0.6777578796561604,0.6616642788920725,-0.0160936007640878,-0.05,-0.033887893982808,1000000.0,-0.0222065891117688,-0.0099806124164069,6.011341897047894e-09,5.706247328621538,6979.0,0.0,-320678509.1330547,6979.0,True,True,True,True
metadata_qualt5_ALLMETAPJ_ck1,dev.small,0.15,15.0,BM25,RR@10,6980,0.1842761631873379,0.1989331195706554,0.0146569563833174,-0.05,-0.0092138081593668,1000000.0,0.0101270969609124,0.0191868158057223,3.885358470276505e-25,10.33011178785292,6979.0,0.0,-432751603.660336,6979.0,True,True,True,True
metadata_qualt5_ALLMETAPJ_ck1,dev.small,0.15,15.0,BM25,nDCG@10,6980,0.2299347532023317,0.2427885212197209,0.0128537680173892,-0.05,-0.0114967376601165,1000000.0,0.0086359267476358,0.0170716092871426,9.718989455409697e-30,11.317256769352712,6979.0,0.0,-464764747.5484592,6979.0,True,True,True,True
metadata_qualt5_ALLMETAPJ_ck1,dev.small,0.15,15.0,SPLADE,R@100,6980,0.8166905444126075,0.7939469914040115,-0.0227435530085959,-0.05,-0.0408345272206303,1000000.0,-0.0269145334955755,-0.0185725725216164,1.122955843853953e-17,8.502511211704858,6979.0,0.0,-469986375.8263596,6979.0,True,True,True,True
