scorer,qrels_variant,threshold,pruning_percent,pipeline,metric,n_queries,mean_full,mean_pruned,mean_diff_pruned_minus_full,lower_bound_relative,lower_bound_absolute,upper_bound_absolute,ci95_low,ci95_high,p_noninferiority,t_noninferiority,df_noninferiority,p_upper_test,t_upper_test,df_upper_test,passes_pruning_tost_p_lt_0.05,margin_respected_by_mean,margin_respected_by_ci
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.15,15.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3460788967622563,-0.006474632244137934,-0.05,-0.01762767645031971,1000000.0,-0.008801778906746074,-0.004147485581529794,3.799567435293599e-21,9.394919991039666,6979.0,0.0,-842363741.9693013,6979.0,True,True,True
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.15,15.0,TAS-B,R@100,6980,0.8869149952244508,0.8599331423113658,-0.026981852913085008,-0.05,-0.04434574976122255,1000000.0,-0.03125451027013352,-0.022709195556036493,9.45565657346128e-16,7.966591485244393,6979.0,0.0,-458802063.2622159,6979.0,True,True,True
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.15,15.0,TAS-B,RR@10,6980,0.3472977213808159,0.34081440169190885,-0.006483319688907082,-0.05,-0.017364886069040793,1000000.0,-0.009274663350312115,-0.0036919760275020493,1.2134207610093356e-14,7.641903052142911,6979.0,0.0,-702279693.4492357,6979.0,True,True,True
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.15,15.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.4019206717436282,-0.00873679211205228,-0.05,-0.02053287319278403,1000000.0,-0.011500066361086192,-0.00597351786301837,3.4973496436477206e-17,8.368298745992789,6979.0,0.0,-709413470.6122047,6979.0,True,True,True
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.3,30.0,BM25,R@100,6980,0.6777578796561604,0.636986628462273,-0.040771251193887297,-0.05,-0.033887893982808025,1000000.0,-0.048611924670432766,-0.03293057771734183,0.9573486471034321,-1.7209583368687955,6979.0,0.0,-250017303.22296953,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.3,30.0,BM25,RR@10,6980,0.18427616318733797,0.20112776868149362,0.01685160549415564,-0.05,-0.009213808159366899,1000000.0,0.011637801216149796,0.02206540977216148,7.850644429661028e-23,9.800163341562145,6979.0,0.0,-375983412.60504967,6979.0,True,True,True
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.24293622096490297,0.013001467762571252,-0.05,-0.011496737660116586,1000000.0,0.007966976515685835,0.01803595900945667,9.739795219777186e-22,9.538983524299042,6979.0,0.0,-389374782.1807464,6979.0,True,True,True
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.3,30.0,SPLADE,R@100,6980,0.8166905444126075,0.7517550143266476,-0.06493553008595988,-0.05,-0.04083452722063038,1000000.0,-0.071379262999976,-0.05849179717194377,0.9999999999998738,-7.331975415854315,6979.0,0.0,-304218705.45924205,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.3,30.0,SPLADE,RR@10,6980,0.29693398371765134,0.28652902851685086,-0.010404955200800474,-0.05,-0.014846699185882568,1000000.0,-0.013756786516862546,-0.007053123884738403,0.004701904757660609,2.5977346393441816,6979.0,0.0,-584845654.1165287,6979.0,True,True,True
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.3,30.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3375170081052096,-0.015036520901184562,-0.05,-0.01762767645031971,1000000.0,-0.018547496409458342,-0.011525545392910782,0.07400798128863617,1.4467353779995897,6979.0,0.0,-558335990.379402,6979.0,False,True,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.3,30.0,TAS-B,R@100,6980,0.8869149952244508,0.8132402101241644,-0.07367478510028654,-0.05,-0.04434574976122255,1000000.0,-0.08035077928853193,-0.06699879091204114,1.0,-8.612024283160931,6979.0,0.0,-293634782.66806215,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.3,30.0,TAS-B,RR@10,6980,0.3472977213808159,0.3331676672579251,-0.014130054122890798,-0.05,-0.017364886069040793,1000000.0,-0.01792784878256191,-0.010332259463219685,0.04750980650450843,1.6697200444439977,6979.0,0.0,-516169030.0556374,6979.0,True,True,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.3,30.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3902406170119438,-0.02041684684373674,-0.05,-0.02053287319278403,1000000.0,-0.024332216439378843,-0.016501477248094636,0.476838986976924,0.05809078957408392,6979.0,0.0,-500668953.53603387,6979.0,False,True,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.45,45.0,BM25,R@100,6980,0.6777578796561604,0.5884431709646609,-0.08931470869149953,-0.05,-0.033887893982808025,1000000.0,-0.09915629670381634,-0.07947312067918272,1.0,-11.040230918446442,6979.0,0.0,-199185754.44982636,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.45,45.0,BM25,RR@10,6980,0.18427616318733797,0.19382805748851595,0.009551894301177971,-0.05,-0.009213808159366899,1000000.0,0.003548422087316659,0.015555366515039283,4.705341073862457e-10,6.127534116944859,6979.0,0.0,-326528360.5182657,6979.0,True,True,True
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.45,45.0,BM25,nDCG@10,6980,0.2299347532023317,0.23297367851709763,0.0030389253147659143,-0.05,-0.011496737660116586,1000000.0,-0.002997682613925139,0.009075533243456967,1.2007233961243876e-06,4.720253162099667,6979.0,0.0,-324736006.60057455,6979.0,True,True,True
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.45,45.0,SPLADE,R@100,6980,0.8166905444126075,0.6857808022922636,-0.13090974212034384,-0.05,-0.04083452722063038,1000000.0,-0.1396338060975662,-0.12218567814312147,1.0,-20.23997081620118,6979.0,0.0,-224700806.85730258,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.45,45.0,SPLADE,RR@10,6980,0.29693398371765134,0.27100076181379906,-0.025933221903852277,-0.05,-0.014846699185882568,1000000.0,-0.030551563361039473,-0.02131488044666508,0.9999987112232928,-4.70579201807478,6979.0,0.0,-424460604.9905709,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.45,45.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3172265159237181,-0.03532701308267608,-0.05,-0.01762767645031971,1000000.0,-0.04023112030696473,-0.030422905858387427,0.9999999999991794,-7.0749023359255645,6979.0,0.0,-399726991.62786806,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.45,45.0,TAS-B,R@100,6980,0.8869149952244508,0.7385983763132761,-0.14831661891117479,-0.05,-0.04434574976122255,1000000.0,-0.1573626102538043,-0.13927062756854527,1.0,-22.530919896503953,6979.0,0.0,-216704192.45720196,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.45,45.0,TAS-B,RR@10,6980,0.3472977213808159,0.3158783030881885,-0.03141941829262746,-0.05,-0.017364886069040793,1000000.0,-0.036522830699138885,-0.026316005886116038,0.9999999653079166,-5.398575100938812,6979.0,0.0,-384116325.2305813,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.45,45.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3671292856625779,-0.04352817819310263,-0.05,-0.02053287319278403,1000000.0,-0.0488729078958993,-0.038183448490305964,1.0,-8.43406307095928,6979.0,0.0,-366773279.935266,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.6,60.0,BM25,R@100,6980,0.6777578796561604,0.5152698185291308,-0.16248806112702963,-0.05,-0.033887893982808025,1000000.0,-0.17415298235546744,-0.1508231398985918,1.0,-21.61141183318861,6979.0,0.0,-168051222.83043694,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.6,60.0,BM25,RR@10,6980,0.18427616318733797,0.18400998317187425,-0.0002661800154636806,-0.05,-0.009213808159366899,1000000.0,-0.007095030771697136,0.006562670740769776,0.005116927369229423,2.5685245574288325,6979.0,0.0,-287062058.99522954,6979.0,True,True,True
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.6,60.0,BM25,nDCG@10,6980,0.2299347532023317,0.21754491522618474,-0.01238983797614696,-0.05,-0.011496737660116586,1000000.0,-0.019353049624609313,-0.005426626327684605,0.5992547824028239,-0.2514282450270513,6979.0,0.0,-281522964.0268718,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.6,60.0,SPLADE,R@100,6980,0.8166905444126075,0.5908070678127986,-0.22588347659980898,-0.05,-0.04083452722063038,1000000.0,-0.2367351850425353,-0.21503176815708266,1.0,-33.4281177780476,6979.0,0.0,-180644772.32135174,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.6,60.0,SPLADE,RR@10,6980,0.29693398371765134,0.2478479897211989,-0.04908599399645244,-0.05,-0.014846699185882568,1000000.0,-0.05504739076589508,-0.04312459722700981,1.0,-11.259009882535064,6979.0,0.0,-328833011.82123154,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.6,60.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.28695878742497777,-0.0655947415814164,-0.05,-0.01762767645031971,1000000.0,-0.07185964778697397,-0.05932983537585882,1.0,-15.009008044387432,6979.0,0.0,-312902383.9144414,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.6,60.0,TAS-B,R@100,6980,0.8869149952244508,0.6279847182425979,-0.25893027698185295,-0.05,-0.04434574976122255,1000000.0,-0.2698984893172406,-0.2479620646464653,1.0,-38.35181934868935,6979.0,0.0,-178725977.01186618,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.6,60.0,TAS-B,RR@10,6980,0.3472977213808159,0.2871616182289535,-0.06013610315186246,-0.05,-0.017364886069040793,1000000.0,-0.06667527848907287,-0.05359692781465206,1.0,-12.8218898894703,6979.0,0.0,-299778485.04288846,6979.0,False,False,False
metadata_qualt5_CONCAT-V2-FA-ck1,dev.small,0.6,60.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.33021854459665717,-0.08043891925902337,-0.05,-0.02053287319278403,1000000.0,-0.08726772138996446,-0.07361011712808228,1.0,-17.196875376971224,6979.0,0.0,-287064126.0692511,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.15,15.0,BM25,R@100,6980,0.6777578796561604,0.664851957975167,-0.012905921680993313,-0.05,-0.033887893982808025,1000000.0,-0.018983855722439325,-0.0068279876395472994,7.094164910950104e-12,6.767273726931366,6979.0,0.0,-322528011.99646884,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.15,15.0,BM25,RR@10,6980,0.18427616318733797,0.19847546277345704,0.01419929958611907,-0.05,-0.009213808159366899,1000000.0,0.00972150614151631,0.01867709303072183,8.829399865803105e-25,10.249871583739136,6979.0,0.0,-437783465.1264657,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.15,15.0,BM25,nDCG@10,6980,0.2299347532023317,0.2429205814240641,0.012985828221732415,-0.05,-0.011496737660116586,1000000.0,0.008792499699212215,0.017179156744252615,2.302902245187328e-30,11.445149252130118,6979.0,0.0,-467481601.3459861,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.15,15.0,SPLADE,R@100,6980,0.8166905444126075,0.7940902578796561,-0.022600286532951288,-0.05,-0.04083452722063038,1000000.0,-0.026776420875409497,-0.01842415219049308,6.909830244838609e-18,8.559268275976878,6979.0,0.0,-469406355.65934515,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.15,15.0,SPLADE,RR@10,6980,0.29693398371765134,0.29177684540865056,-0.005157138309000772,-0.05,-0.014846699185882568,1000000.0,-0.007447769741658594,-0.0028665068763429513,6.606691886227626e-17,8.29224827212365,6979.0,0.0,-855791962.1179426,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.15,15.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3461338901630349,-0.006419638843359315,-0.05,-0.01762767645031971,1000000.0,-0.008753231380830232,-0.004086046305888397,3.1417462269150173e-21,9.415165728824148,6979.0,0.0,-840036955.5700921,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.15,15.0,TAS-B,R@100,6980,0.8869149952244508,0.8609598853868194,-0.02595510983763133,-0.05,-0.04434574976122255,1000000.0,-0.030146124170324817,-0.021764095504937842,4.782773509223045e-18,8.602033153071622,6979.0,0.0,-467739753.0525181,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.15,15.0,TAS-B,RR@10,6980,0.3472977213808159,0.34091957747760043,-0.006378143903215536,-0.05,-0.017364886069040793,1000000.0,-0.00917376149365728,-0.0035825263127737916,7.508298673110462e-15,7.703970038068986,6979.0,0.0,-701206050.9774729,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.15,15.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.40223683642792807,-0.008420627427752467,-0.05,-0.02053287319278403,1000000.0,-0.011184727449025537,-0.005656527406479397,5.304332419121837e-18,8.590023201889755,6979.0,0.0,-709201533.7917606,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.3,30.0,BM25,R@100,6980,0.6777578796561604,0.6398161413562559,-0.03794173829990449,-0.05,-0.033887893982808025,1000000.0,-0.045688747445456805,-0.030194729154352177,0.8474857940352396,-1.0257851657532158,6979.0,0.0,-253040108.21214712,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.3,30.0,BM25,RR@10,6980,0.18427616318733797,0.20189111747851,0.017614954291172057,-0.05,-0.009213808159366899,1000000.0,0.012426762873865283,0.02280314570847883,2.7737612621384675e-24,10.136967778055077,6979.0,0.0,-377839552.53922695,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.24425258581874246,0.01431783261641074,-0.05,-0.011496737660116586,1000000.0,0.009316570196608098,0.01931909503621338,3.346936323340639e-24,10.118326143060965,6979.0,0.0,-391961821.94010246,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.3,30.0,SPLADE,R@100,6980,0.8166905444126075,0.7558381088825215,-0.06085243553008596,-0.05,-0.04083452722063038,1000000.0,-0.0671853860369962,-0.05451948502317572,0.9999999996946277,-6.1963511083444,6979.0,0.0,-309540407.00049424,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.3,30.0,SPLADE,RR@10,6980,0.29693398371765134,0.2873281370810024,-0.00960584663664893,-0.05,-0.014846699185882568,1000000.0,-0.012910840887194712,-0.006300852386103147,0.0009438939594545104,3.108527040421112,6979.0,0.0,-593133853.9062123,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.3,30.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.33860195419326855,-0.01395157481312563,-0.05,-0.01762767645031971,1000000.0,-0.017406534275498084,-0.010496615350753179,0.018517509036407986,2.0857774652281944,6979.0,0.0,-567388418.5422366,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.3,30.0,TAS-B,R@100,6980,0.8869149952244508,0.8167024832855779,-0.07021251193887297,-0.05,-0.04434574976122255,1000000.0,-0.07681924820446863,-0.06360577567327731,0.9999999999999906,-7.675002337387827,6979.0,0.0,-296712933.1285393,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.3,30.0,TAS-B,RR@10,6980,0.3472977213808159,0.3334436826306454,-0.013854038750170555,-0.05,-0.017364886069040793,1000000.0,-0.017561653084595775,-0.010146424415745335,0.03172870272392008,1.8562685529835232,6979.0,0.0,-528723812.2612727,6979.0,True,True,False
metadata_qualt5_CONCAT_2S,dev.small,0.3,30.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3913000855114832,-0.019357378344197304,-0.05,-0.02053287319278403,1000000.0,-0.023203975137778953,-0.015510781550615655,0.2745774656522181,0.5990560820659202,6979.0,0.0,-509620347.87503123,6979.0,False,True,False
metadata_qualt5_CONCAT_2S,dev.small,0.45,45.0,BM25,R@100,6980,0.6777578796561604,0.5915592168099331,-0.08619866284622733,-0.05,-0.033887893982808025,1000000.0,-0.09594152933531015,-0.07645579635714451,1.0,-10.525137275655322,6979.0,0.0,-201204042.90727726,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.45,45.0,BM25,RR@10,6980,0.18427616318733797,0.19600275162596079,0.011726588438622822,-0.05,-0.009213808159366899,1000000.0,0.00570469809344075,0.017748478783804894,5.046476960893976e-12,6.816720329152372,6979.0,0.0,-325529663.0757177,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.45,45.0,BM25,nDCG@10,6980,0.2299347532023317,0.23507772016633383,0.005142966964002134,-0.05,-0.011496737660116586,1000000.0,-0.0008726971412902004,0.011158631069294468,3.040005221407474e-08,5.422323830903233,6979.0,0.0,-325866589.91271484,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.45,45.0,SPLADE,R@100,6980,0.8166905444126075,0.6879417382999046,-0.12874880611270298,-0.05,-0.04083452722063038,1000000.0,-0.1374284553139878,-0.12006915691141813,1.0,-19.855492415878977,6979.0,0.0,-225850626.5702912,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.45,45.0,SPLADE,RR@10,6980,0.29693398371765134,0.27252052349115385,-0.02441346022649747,-0.05,-0.014846699185882568,1000000.0,-0.029050633193263828,-0.019776287259731115,0.999973468735653,-4.044222561642856,6979.0,0.0,-422736874.3932146,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.45,45.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.31834916248774586,-0.03420436651864834,-0.05,-0.01762767645031971,1000000.0,-0.03907992589357219,-0.02932880714372449,0.999999999985752,-6.6649482971803575,6979.0,0.0,-402067511.5284155,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.45,45.0,TAS-B,R@100,6980,0.8869149952244508,0.7402101241642789,-0.1467048710601719,-0.05,-0.04434574976122255,1000000.0,-0.15571259697081521,-0.1376971451495286,1.0,-22.275876577941816,6979.0,0.0,-217624766.24689493,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.45,45.0,TAS-B,RR@10,6980,0.3472977213808159,0.3160585232182653,-0.0312391981625506,-0.05,-0.017364886069040793,1000000.0,-0.036357992397488124,-0.02612040392761308,0.9999999445167868,-5.3133350677889934,6979.0,0.0,-382962066.7289744,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.45,45.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3673644918163007,-0.04329297203937988,-0.05,-0.02053287319278403,1000000.0,-0.04863825181990922,-0.03794769225885054,0.9999999999999999,-8.346936678416132,6979.0,0.0,-366735535.5545061,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.6,60.0,BM25,R@100,6980,0.6777578796561604,0.5236747851002865,-0.15408309455587393,-0.05,-0.033887893982808025,1000000.0,-0.16581344851823265,-0.14235274059351521,1.0,-20.086276014187675,6979.0,0.0,-167113819.96432477,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.6,60.0,BM25,RR@10,6980,0.18427616318733797,0.18593180060945105,0.0016556374221130688,-0.05,-0.009213808159366899,1000000.0,-0.0051239925139621775,0.008435267358188316,0.0008400374627994476,3.142858444634974,6979.0,0.0,-289146158.91601104,6979.0,True,True,True
metadata_qualt5_CONCAT_2S,dev.small,0.6,60.0,BM25,nDCG@10,6980,0.2299347532023317,0.22008337035803618,-0.009851382844295513,-0.05,-0.011496737660116586,1000000.0,-0.016771178326512808,-0.0029315873620782175,0.3205751554408273,0.46611139971941934,6979.0,0.0,-283289294.0959119,6979.0,False,True,False
metadata_qualt5_CONCAT_2S,dev.small,0.6,60.0,SPLADE,R@100,6980,0.8166905444126075,0.5978271251193887,-0.21886341929321873,-0.05,-0.04083452722063038,1000000.0,-0.2296548394428489,-0.20807199914358857,1.0,-32.33964917991032,6979.0,0.0,-181653976.9549908,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.6,60.0,SPLADE,RR@10,6980,0.29693398371765134,0.25122799836266885,-0.045705985354982485,-0.05,-0.014846699185882568,1000000.0,-0.05160166828308624,-0.03981030242687873,1.0,-10.260657087596194,6979.0,0.0,-332498214.64904326,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.6,60.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.2910842527674119,-0.061469276238982296,-0.05,-0.01762767645031971,1000000.0,-0.0676638941839396,-0.055274658294024996,1.0,-13.873795343034946,6979.0,0.0,-316452781.43875706,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.6,60.0,TAS-B,R@100,6980,0.8869149952244508,0.6358882521489971,-0.2510267430754537,-0.05,-0.04434574976122255,1000000.0,-0.26192599052113974,-0.24012749562976768,1.0,-37.172985684003166,6979.0,0.0,-179856862.59452057,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.6,60.0,TAS-B,RR@10,6980,0.3472977213808159,0.29087858734706873,-0.05641913403374721,-0.05,-0.017364886069040793,1000000.0,-0.06285708062504561,-0.04998118744244881,1.0,-11.891710467220454,6979.0,0.0,-304492129.7393071,6979.0,False,False,False
metadata_qualt5_CONCAT_2S,dev.small,0.6,60.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3345668419668826,-0.07609062188879798,-0.05,-0.02053287319278403,1000000.0,-0.08279171547524866,-0.06938952830234729,1.0,-16.252582249262367,6979.0,0.0,-292534954.48237115,6979.0,False,False,False
metadata_qualt5_MP,dev.small,0.15,15.0,BM25,R@100,6980,0.6777578796561604,0.6652817574021012,-0.012476122254059216,-0.05,-0.033887893982808025,1000000.0,-0.0185220184338275,-0.006430226074290933,2.0997279800335718e-12,6.942491174588861,6979.0,0.0,-324237122.8852024,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.15,15.0,BM25,RR@10,6980,0.18427616318733797,0.1986553417928776,0.014379178605539639,-0.05,-0.009213808159366899,1000000.0,0.00995081599892707,0.01880754121215221,1.200311696132038e-25,10.443911090383939,6979.0,0.0,-442670147.88241667,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.15,15.0,BM25,nDCG@10,6980,0.2299347532023317,0.24293609359724241,0.013001340394910748,-0.05,-0.011496737660116586,1000000.0,0.008861421838262934,0.01714125895155856,3.9395512949340737e-31,11.600150756787995,6979.0,0.0,-473512680.4606608,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.15,15.0,SPLADE,R@100,6980,0.8166905444126075,0.7962392550143267,-0.0204512893982808,-0.05,-0.04083452722063038,1000000.0,-0.02454294264799831,-0.016359636148563294,1.0999178314492676e-22,9.765573802103448,6979.0,0.0,-479098271.18409914,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.15,15.0,SPLADE,RR@10,6980,0.29693398371765134,0.2922467253376996,-0.004687258379951789,-0.05,-0.014846699185882568,1000000.0,-0.006931656111373289,-0.0024428606485302896,4.444107321261479e-19,8.873468256304829,6979.0,0.0,-873420935.9945284,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.15,15.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3468155241846199,-0.00573800482177433,-0.05,-0.01762767645031971,1000000.0,-0.008017462376931201,-0.003458547266617458,1.1377768529133114e-24,10.224963523281561,6979.0,0.0,-859987046.0176373,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.15,15.0,TAS-B,R@100,6980,0.8869149952244508,0.8620343839541548,-0.024880611270296088,-0.05,-0.04434574976122255,1000000.0,-0.02902555130127664,-0.020735671239315537,2.2013546598178563e-20,9.205823906783353,6979.0,0.0,-472939051.5315938,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.15,15.0,TAS-B,RR@10,6980,0.3472977213808159,0.34187258379951785,-0.005425137581298039,-0.05,-0.017364886069040793,1000000.0,-0.008169827826182877,-0.0026804473364132023,9.066047979494039e-18,8.527569281547553,6979.0,0.0,-714216830.9964923,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.15,15.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.4031600509102924,-0.007497412945388201,-0.05,-0.02053287319278403,1000000.0,-0.010198319782301275,-0.004796506108475127,2.0386856035788663e-21,9.461068397409209,6979.0,0.0,-725794739.0260224,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.3,30.0,BM25,R@100,6980,0.6777578796561604,0.6357091690544413,-0.0420487106017192,-0.05,-0.033887893982808025,1000000.0,-0.049866036214264726,-0.03423138498917367,0.9796247143013107,-2.046439142048954,6979.0,0.0,-250764025.66831842,6979.0,False,False,False
metadata_qualt5_MP,dev.small,0.3,30.0,BM25,RR@10,6980,0.18427616318733797,0.19933932551052896,0.015063162323190977,-0.05,-0.009213808159366899,1000000.0,0.009890429412054522,0.020235895234327433,2.317955599694559e-20,9.200212372457058,6979.0,0.0,-378968711.9520447,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.2412176271404961,0.01128287393816438,-0.05,-0.011496737660116586,1000000.0,0.006283040946058489,0.01628270693027027,2.6547013902010237e-19,8.931290875387914,6979.0,0.0,-392073883.08988,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.3,30.0,SPLADE,R@100,6980,0.8166905444126075,0.7518266475644699,-0.06486389684813754,-0.05,-0.04083452722063038,1000000.0,-0.0713417727402697,-0.05838602095600537,0.9999999999998032,-7.271653421065454,6979.0,0.0,-302615258.13848835,6979.0,False,False,False
metadata_qualt5_MP,dev.small,0.3,30.0,SPLADE,RR@10,6980,0.29693398371765134,0.28622441670077775,-0.010709567016873605,-0.05,-0.014846699185882568,1000000.0,-0.014073792666438361,-0.007345341367308849,0.007974474654119015,2.410669619405528,6979.0,0.0,-582690991.426611,6979.0,True,True,True
metadata_qualt5_MP,dev.small,0.3,30.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3371060602010421,-0.015447468805352058,-0.05,-0.01762767645031971,1000000.0,-0.0189633839023417,-0.011931553708362413,0.11209338384121874,1.2155781803840473,6979.0,0.0,-557551571.7355857,6979.0,False,True,False
metadata_qualt5_MP,dev.small,0.3,30.0,TAS-B,R@100,6980,0.8869149952244508,0.8121657115568289,-0.07474928366762178,-0.05,-0.04434574976122255,1000000.0,-0.08149530394576825,-0.06800326338947531,1.0,-8.83486343067187,6979.0,0.0,-290586749.4966449,6979.0,False,False,False
metadata_qualt5_MP,dev.small,0.3,30.0,TAS-B,RR@10,6980,0.3472977213808159,0.3326625960795015,-0.014635125301314411,-0.05,-0.017364886069040793,1000000.0,-0.018413919885721216,-0.010856330716907605,0.0783950473460773,1.4161026004995623,6979.0,0.0,-518764368.64607525,6979.0,False,True,False
metadata_qualt5_MP,dev.small,0.3,30.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.38978569314801614,-0.020871770707664387,-0.05,-0.02053287319278403,1000000.0,-0.02479573720357693,-0.016947804211751842,0.5672186730722625,-0.16930372379929037,6979.0,0.0,-499572053.199412,6979.0,False,False,False
metadata_qualt5_MP,dev.small,0.45,45.0,BM25,R@100,6980,0.6777578796561604,0.5919651384909264,-0.08579274116523401,-0.05,-0.033887893982808025,1000000.0,-0.09546818733786594,-0.07611729499260209,1.0,-10.516236208914503,6979.0,0.0,-202606070.18397763,6979.0,False,False,False
