scorer,qrels_variant,threshold,pruning_percent,pipeline,metric,value,mean_full,equivalent
perplexity,test-2019_test-2020,0.3,30.0,TAS-B,nDCG@10,0.6494843777058126,0.697936757957595,False
perplexity,test-2019_test-2020,0.3,30.0,TAS-B,R@100,0.4193899723630409,0.553444309695361,False
perplexity,test-2019_test-2020,0.45,45.0,BM25,RR@10,0.7619947635411553,0.7986786123384061,False
perplexity,test-2019_test-2020,0.45,45.0,BM25,nDCG@10,0.4211919142153097,0.4873823836823968,False
perplexity,test-2019_test-2020,0.45,45.0,BM25,R@100,0.3034943081755379,0.4769567428702133,False
perplexity,test-2019_test-2020,0.45,45.0,SPLADE,RR@10,0.8458026509572901,0.8618106692848961,False
perplexity,test-2019_test-2020,0.45,45.0,SPLADE,nDCG@10,0.5116006240472266,0.5903063303445052,False
perplexity,test-2019_test-2020,0.45,45.0,SPLADE,R@100,0.3006728054285849,0.4689618970534333,False
perplexity,test-2019_test-2020,0.45,45.0,TAS-B,RR@10,0.918671248568156,0.9354933726067748,True
perplexity,test-2019_test-2020,0.45,45.0,TAS-B,nDCG@10,0.5970977690942757,0.697936757957595,False
perplexity,test-2019_test-2020,0.45,45.0,TAS-B,R@100,0.3481377671465799,0.553444309695361,False
perplexity,test-2019_test-2020,0.6,60.0,BM25,RR@10,0.704590083456063,0.7986786123384061,False
perplexity,test-2019_test-2020,0.6,60.0,BM25,nDCG@10,0.3827000645402354,0.4873823836823968,False
perplexity,test-2019_test-2020,0.6,60.0,BM25,R@100,0.2266059419523158,0.4769567428702133,False
perplexity,test-2019_test-2020,0.6,60.0,SPLADE,RR@10,0.7969072164948453,0.8618106692848961,False
perplexity,test-2019_test-2020,0.6,60.0,SPLADE,nDCG@10,0.4473325719401359,0.5903063303445052,False
perplexity,test-2019_test-2020,0.6,60.0,SPLADE,R@100,0.2257512726423766,0.4689618970534333,False
perplexity,test-2019_test-2020,0.6,60.0,TAS-B,RR@10,0.8979790541646211,0.9354933726067748,False
perplexity,test-2019_test-2020,0.6,60.0,TAS-B,nDCG@10,0.5318393899331371,0.697936757957595,False
perplexity,test-2019_test-2020,0.6,60.0,TAS-B,R@100,0.258972447169287,0.553444309695361,False
tasb,dev.small,0.15,15.0,BM25,RR@10,0.1695059580661301,0.1842761631873379,False
tasb,dev.small,0.15,15.0,BM25,nDCG@10,0.2086875073373394,0.2299347532023317,False
tasb,dev.small,0.15,15.0,BM25,R@100,0.58932664756447,0.6777578796561604,False
tasb,dev.small,0.15,15.0,SPLADE,RR@10,0.2696293264201566,0.2969339837176513,False
tasb,dev.small,0.15,15.0,SPLADE,nDCG@10,0.318303467423054,0.3525535290063942,False
tasb,dev.small,0.15,15.0,SPLADE,R@100,0.7199617956064949,0.8166905444126075,False
tasb,dev.small,0.15,15.0,TAS-B,RR@10,0.3149743029972246,0.3472977213808159,False
tasb,dev.small,0.15,15.0,TAS-B,nDCG@10,0.3694601871359594,0.4106574638556805,False
tasb,dev.small,0.15,15.0,TAS-B,R@100,0.7807306590257881,0.8869149952244508,False
tasb,dev.small,0.3,30.0,BM25,RR@10,0.1509004184290721,0.1842761631873379,False
tasb,dev.small,0.3,30.0,BM25,nDCG@10,0.1839527826693738,0.2299347532023317,False
tasb,dev.small,0.3,30.0,BM25,R@100,0.5029130850047756,0.6777578796561604,False
tasb,dev.small,0.3,30.0,SPLADE,RR@10,0.238507129212716,0.2969339837176513,False
tasb,dev.small,0.3,30.0,SPLADE,nDCG@10,0.2796844460272098,0.3525535290063942,False
tasb,dev.small,0.3,30.0,SPLADE,R@100,0.6138490926456543,0.8166905444126075,False
tasb,dev.small,0.3,30.0,TAS-B,RR@10,0.2776319529722098,0.3472977213808159,False
tasb,dev.small,0.3,30.0,TAS-B,nDCG@10,0.3228209101497543,0.4106574638556805,False
tasb,dev.small,0.3,30.0,TAS-B,R@100,0.6616284622731616,0.8869149952244508,False
tasb,dev.small,0.45,45.0,BM25,RR@10,0.1299690157820534,0.1842761631873379,False
tasb,dev.small,0.45,45.0,BM25,nDCG@10,0.1570652628699253,0.2299347532023317,False
tasb,dev.small,0.45,45.0,BM25,R@100,0.4180754536771729,0.6777578796561604,False
tasb,dev.small,0.45,45.0,SPLADE,RR@10,0.2068003820439348,0.2969339837176513,False
tasb,dev.small,0.45,45.0,SPLADE,nDCG@10,0.2400052763682546,0.3525535290063942,False
tasb,dev.small,0.45,45.0,SPLADE,R@100,0.5069961795606496,0.8166905444126075,False
tasb,dev.small,0.45,45.0,TAS-B,RR@10,0.2378363919588844,0.3472977213808159,False
tasb,dev.small,0.45,45.0,TAS-B,nDCG@10,0.2745094920686876,0.4106574638556805,False
tasb,dev.small,0.45,45.0,TAS-B,R@100,0.5404966571155684,0.8869149952244508,False
tasb,dev.small,0.6,60.0,BM25,RR@10,0.1028268408605085,0.1842761631873379,False
tasb,dev.small,0.6,60.0,BM25,nDCG@10,0.1226149118550953,0.2299347532023317,False
tasb,dev.small,0.6,60.0,BM25,R@100,0.3197349570200573,0.6777578796561604,False
tasb,dev.small,0.6,60.0,SPLADE,RR@10,0.1605806271887934,0.2969339837176513,False
tasb,dev.small,0.6,60.0,SPLADE,nDCG@10,0.1857799714301282,0.3525535290063942,False
tasb,dev.small,0.6,60.0,SPLADE,R@100,0.3800262655205348,0.8166905444126075,False
tasb,dev.small,0.6,60.0,TAS-B,RR@10,0.1851076204120616,0.3472977213808159,False
tasb,dev.small,0.6,60.0,TAS-B,nDCG@10,0.2123398122622578,0.4106574638556805,False
tasb,dev.small,0.6,60.0,TAS-B,R@100,0.4037249283667621,0.8869149952244508,False
tasb,test-2019_test-2020,0.15,15.0,BM25,RR@10,0.8009450171821307,0.7986786123384061,True
tasb,test-2019_test-2020,0.15,15.0,BM25,nDCG@10,0.4734711841055437,0.4873823836823968,False
tasb,test-2019_test-2020,0.15,15.0,BM25,R@100,0.4153418795895872,0.4769567428702133,False
tasb,test-2019_test-2020,0.15,15.0,SPLADE,RR@10,0.8569137620684012,0.8618106692848961,True
tasb,test-2019_test-2020,0.15,15.0,SPLADE,nDCG@10,0.5701168681218587,0.5903063303445052,False
tasb,test-2019_test-2020,0.15,15.0,SPLADE,R@100,0.4088790698144045,0.4689618970534333,False
tasb,test-2019_test-2020,0.15,15.0,TAS-B,RR@10,0.9221076746849944,0.9354933726067748,True
tasb,test-2019_test-2020,0.15,15.0,TAS-B,nDCG@10,0.6654545444596247,0.697936757957595,False
tasb,test-2019_test-2020,0.15,15.0,TAS-B,R@100,0.4910405108638634,0.553444309695361,False
tasb,test-2019_test-2020,0.3,30.0,BM25,RR@10,0.8031786941580756,0.7986786123384061,True
tasb,test-2019_test-2020,0.3,30.0,BM25,nDCG@10,0.4602266793968165,0.4873823836823968,False
tasb,test-2019_test-2020,0.3,30.0,BM25,R@100,0.3664267322021675,0.4769567428702133,False
tasb,test-2019_test-2020,0.3,30.0,SPLADE,RR@10,0.8251268204876452,0.8618106692848961,False
tasb,test-2019_test-2020,0.3,30.0,SPLADE,nDCG@10,0.5385802007383663,0.5903063303445052,False
tasb,test-2019_test-2020,0.3,30.0,SPLADE,R@100,0.3612624557992908,0.4689618970534333,False
tasb,test-2019_test-2020,0.3,30.0,TAS-B,RR@10,0.900343642611684,0.9354933726067748,False
tasb,test-2019_test-2020,0.3,30.0,TAS-B,nDCG@10,0.626296376674398,0.697936757957595,False
tasb,test-2019_test-2020,0.3,30.0,TAS-B,R@100,0.4265941063176194,0.553444309695361,False
tasb,test-2019_test-2020,0.45,45.0,BM25,RR@10,0.7928244149893635,0.7986786123384061,False
tasb,test-2019_test-2020,0.45,45.0,BM25,nDCG@10,0.4311713100629859,0.4873823836823968,False
tasb,test-2019_test-2020,0.45,45.0,BM25,R@100,0.3015336113597235,0.4769567428702133,False
tasb,test-2019_test-2020,0.45,45.0,SPLADE,RR@10,0.8071264932089673,0.8618106692848961,False
tasb,test-2019_test-2020,0.45,45.0,SPLADE,nDCG@10,0.4918791212922268,0.5903063303445052,False
tasb,test-2019_test-2020,0.45,45.0,SPLADE,R@100,0.2987437778517235,0.4689618970534333,False
tasb,test-2019_test-2020,0.45,45.0,TAS-B,RR@10,0.8874570446735396,0.9354933726067748,False
tasb,test-2019_test-2020,0.45,45.0,TAS-B,nDCG@10,0.5833457476542107,0.697936757957595,False
tasb,test-2019_test-2020,0.45,45.0,TAS-B,R@100,0.3495974690257556,0.553444309695361,False
tasb,test-2019_test-2020,0.6,60.0,BM25,RR@10,0.715836197021764,0.7986786123384061,False
tasb,test-2019_test-2020,0.6,60.0,BM25,nDCG@10,0.3595093155097508,0.4873823836823968,False
tasb,test-2019_test-2020,0.6,60.0,BM25,R@100,0.2074569465077352,0.4769567428702133,False
tasb,test-2019_test-2020,0.6,60.0,SPLADE,RR@10,0.7284077892325316,0.8618106692848961,False
tasb,test-2019_test-2020,0.6,60.0,SPLADE,nDCG@10,0.4047428323507885,0.5903063303445052,False
tasb,test-2019_test-2020,0.6,60.0,SPLADE,R@100,0.2063892555873329,0.4689618970534333,False
tasb,test-2019_test-2020,0.6,60.0,TAS-B,RR@10,0.8163639338897071,0.9354933726067748,False
tasb,test-2019_test-2020,0.6,60.0,TAS-B,nDCG@10,0.4663844394975172,0.697936757957595,False
tasb,test-2019_test-2020,0.6,60.0,TAS-B,R@100,0.2418178000737,0.553444309695361,False
