scorer,qrels_variant,threshold,pruning_percent,pipeline,metric,n_queries,mean_full,mean_pruned,mean_diff_pruned_minus_full,lower_bound_relative,lower_bound_absolute,upper_bound_absolute,ci95_low,ci95_high,p_tost,p_noninferiority,t_noninferiority,p_upper_test,t_upper_test,passes_pruning_tost_p_lt_0.05,margin_respected_by_mean,margin_respected_by_ci,retained_for_plot
metadata_qualt5_CONCAT,test-2019_test-2020,0.15,15.0,SPLADE,RR@10,97,0.8618106692848961,0.8584601538209785,-0.0033505154639175,-0.05,-0.0430905334642448,1000000.0,-0.0153944850119729,0.0086934540841379,1.4258040647179432e-09,1.4258040647179432e-09,6.549610737212967,0.0,-164811469.36329016,True,True,True,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.15,15.0,SPLADE,nDCG@10,97,0.5903063303445052,0.5844754073693023,-0.0058309229752028,-0.05,-0.0295153165172252,1000000.0,-0.0156503701470078,0.0039885241966021,3.0586761145937646e-06,3.0586761145937646e-06,4.787759309305313,0.0,-202148276.6163131,True,True,True,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.15,15.0,TAS-B,RR@10,97,0.9354933726067748,0.9396170839469808,0.0041237113402061,-0.05,-0.0467746686303387,1000000.0,-0.006331679236566,0.0145791019169784,3.9356384821734684e-16,3.9356384821734684e-16,9.663195744052905,0.0,-189852716.5264749,True,True,True,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.15,15.0,TAS-B,nDCG@10,97,0.697936757957595,0.6952674598940813,-0.0026692980635138,-0.05,-0.0348968378978797,1000000.0,-0.0128603023900103,0.0075217062629826,4.980487012774662e-09,4.980487012774662e-09,6.277218507712051,0.0,-194778085.9702511,True,True,True,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.3,30.0,BM25,nDCG@10,97,0.4873823836823968,0.4942041072410183,0.0068217235586216,-0.05,-0.0243691191841198,1000000.0,-0.0235224802498023,0.0371659273670455,0.0220299464969578,0.0220299464969578,2.040367705762147,0.0,-65415599.978238665,True,True,True,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.3,30.0,SPLADE,RR@10,97,0.8618106692848961,0.8679103256422844,0.0060996563573883,-0.05,-0.0430905334642448,1000000.0,-0.010484760207508,0.0226840729222846,2.8767165620165825e-08,2.8767165620165825e-08,5.887560451408912,0.0,-119689727.50146928,True,True,True,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.3,30.0,SPLADE,nDCG@10,97,0.5903063303445052,0.5744519310216225,-0.0158543993228826,-0.05,-0.0295153165172252,1000000.0,-0.0315954553770226,-0.0001133432687427,0.0440837501089359,0.0440837501089359,1.7226738929477736,0.0,-126102361.63155644,True,True,False,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.3,30.0,TAS-B,RR@10,97,0.9354933726067748,0.9396170839469808,0.0041237113402061,-0.05,-0.0467746686303387,1000000.0,-0.006331679236566,0.0145791019169784,3.9356384821734684e-16,3.9356384821734684e-16,9.663195744052905,0.0,-189852716.5264749,True,True,True,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.45,45.0,SPLADE,RR@10,97,0.8618106692848961,0.86062019309442,-0.0011904761904761,-0.05,-0.0430905334642448,1000000.0,-0.0255131332777583,0.0231321808968059,0.0004612440356282,0.0004612440356282,3.419484805554827,0.0,-81610504.4268376,True,True,True,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.45,45.0,TAS-B,RR@10,97,0.9354933726067748,0.9447717231222386,0.0092783505154639,-0.05,-0.0467746686303387,1000000.0,-0.0070051562285603,0.0255618572594881,3.808842731467232e-10,3.808842731467232e-10,6.83294853912214,0.0,-121901524.30416071,True,True,True,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.6,60.0,BM25,RR@10,97,0.7986786123384061,0.8108247422680411,0.012146129929635,-0.05,-0.0399339306169203,1000000.0,-0.0500637197593852,0.0743559796186554,0.0499111594186076,0.0499111594186076,1.6617642325977784,0.0,-31907877.88981716,True,True,False,True
metadata_qualt5_CONCAT,test-2019_test-2020,0.6,60.0,TAS-B,RR@10,97,0.9354933726067748,0.920274914089347,-0.0152184585174275,-0.05,-0.0467746686303387,1000000.0,-0.0479489865948311,0.0175120695599759,0.0293144542539887,0.0293144542539887,1.9137663119083423,0.0,-60646266.90547681,True,True,False,True
metadata_qualt5_MP,test-2019_test-2020,0.15,15.0,BM25,nDCG@10,97,0.4873823836823968,0.5025273691559526,0.0151449854735558,-0.05,-0.0243691191841198,1000000.0,-0.0098291195908946,0.0401190905380064,0.0011205359298366,0.0011205359298366,3.1406481884842194,0.0,-79481698.1968252,True,True,True,True
metadata_qualt5_MP,test-2019_test-2020,0.15,15.0,SPLADE,RR@10,97,0.8618106692848961,0.8584601538209785,-0.0033505154639175,-0.05,-0.0430905334642448,1000000.0,-0.0153944850119729,0.0086934540841379,1.4258040647179432e-09,1.4258040647179432e-09,6.549610737212967,0.0,-164811469.36329016,True,True,True,True
metadata_qualt5_MP,test-2019_test-2020,0.15,15.0,SPLADE,nDCG@10,97,0.5903063303445052,0.584505580527258,-0.0058007498172472,-0.05,-0.0295153165172252,1000000.0,-0.0155614885815652,0.0039599889470708,2.6573343682164564e-06,2.6573343682164564e-06,4.8226926251008,0.0,-203364148.03988367,True,True,True,True
metadata_qualt5_MP,test-2019_test-2020,0.15,15.0,TAS-B,RR@10,97,0.9354933726067748,0.9396170839469808,0.0041237113402061,-0.05,-0.0467746686303387,1000000.0,-0.006331679236566,0.0145791019169784,3.9356384821734684e-16,3.9356384821734684e-16,9.663195744052905,0.0,-189852716.5264749,True,True,True,True
metadata_qualt5_MP,test-2019_test-2020,0.15,15.0,TAS-B,nDCG@10,97,0.697936757957595,0.6970557769860797,-0.0008809809715154,-0.05,-0.0348968378978797,1000000.0,-0.0112345058381614,0.0094725438951305,1.6233467179455187e-09,1.6233467179455187e-09,6.52154152443641,0.0,-191720630.3018985,True,True,True,True
metadata_qualt5_MP,test-2019_test-2020,0.3,30.0,BM25,nDCG@10,97,0.4873823836823968,0.4944595686700182,0.0070771849876214,-0.05,-0.0243691191841198,1000000.0,-0.0238012711621039,0.0379556411373468,0.0230065352819857,0.0230065352819857,2.0214877367531185,0.0,-64283793.45968595,True,True,True,True
metadata_qualt5_MP,test-2019_test-2020,0.3,30.0,SPLADE,RR@10,97,0.8618106692848961,0.857601047291769,-0.0042096219931271,-0.05,-0.0430905334642448,1000000.0,-0.026813015498203,0.0183937715119487,0.0004689145510139,0.0004689145510139,3.414443024710581,0.0,-87817978.280177,True,True,True,True
metadata_qualt5_MP,test-2019_test-2020,0.3,30.0,TAS-B,RR@10,97,0.9354933726067748,0.9396170839469808,0.0041237113402061,-0.05,-0.0467746686303387,1000000.0,-0.006331679236566,0.0145791019169784,3.9356384821734684e-16,3.9356384821734684e-16,9.663195744052905,0.0,-189852716.5264749,True,True,True,True
metadata_qualt5_MP,test-2019_test-2020,0.45,45.0,SPLADE,RR@10,97,0.8618106692848961,0.8610947471772212,-0.0007159221076746,-0.05,-0.0430905334642448,1000000.0,-0.0254354036974477,0.0240035594820983,0.0004872507638511,0.0004872507638511,3.40269833105299,0.0,-80300402.16431326,True,True,True,True
metadata_qualt5_MP,test-2019_test-2020,0.45,45.0,TAS-B,RR@10,97,0.9354933726067748,0.9430535100638194,0.0075601374570446,-0.05,-0.0467746686303387,1000000.0,-0.009116001272297,0.0242362761863864,2.082434192670866e-09,2.082434192670866e-09,6.467548597671883,0.0,-119031409.41323976,True,True,True,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.15,15.0,BM25,nDCG@10,97,0.4873823836823968,0.5016682121657143,0.0142858284833175,-0.05,-0.0243691191841198,1000000.0,-0.010344941428707,0.0389165983953421,0.0012120630356776,0.0012120630356776,3.115187424387289,0.0,-80589615.76368819,True,True,True,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.15,15.0,SPLADE,RR@10,97,0.8618106692848961,0.8601783668793979,-0.0016323024054982,-0.05,-0.0430905334642448,1000000.0,-0.0131932304383876,0.009928625627391,9.909550667002558e-11,9.909550667002558e-11,7.118281335315295,0.0,-171697662.0842274,True,True,True,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.15,15.0,SPLADE,nDCG@10,97,0.5903063303445052,0.5828124376829117,-0.0074938926615934,-0.05,-0.0295153165172252,1000000.0,-0.0178098146798185,0.0028220293566316,2.597536247629902e-05,2.597536247629902e-05,4.237350844042643,0.0,-192419477.66757244,True,True,True,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.15,15.0,TAS-B,RR@10,97,0.9354933726067748,0.9396170839469808,0.0041237113402061,-0.05,-0.0467746686303387,1000000.0,-0.006331679236566,0.0145791019169784,3.9356384821734684e-16,3.9356384821734684e-16,9.663195744052905,0.0,-189852716.5264749,True,True,True,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.15,15.0,TAS-B,nDCG@10,97,0.697936757957595,0.6942163911064926,-0.0037203668511024,-0.05,-0.0348968378978797,1000000.0,-0.0148348659980501,0.0073941322958453,1.1700049575494467e-07,1.1700049575494467e-07,5.567934739888718,0.0,-178594131.20392367,True,True,True,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.3,30.0,BM25,nDCG@10,97,0.4873823836823968,0.4936452393092057,0.0062628556268089,-0.05,-0.0243691191841198,1000000.0,-0.0244138464430159,0.0369395576966338,0.025164162088828,0.025164162088828,1.9820901638157769,0.0,-64706574.213265136,True,True,False,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.3,30.0,SPLADE,RR@10,97,0.8618106692848961,0.8558828342333497,-0.0059278350515463,-0.05,-0.0430905334642448,1000000.0,-0.0290044513087172,0.0171487812056244,0.0009414465114423,0.0009414465114423,3.196628678194637,0.0,-86017130.98560794,True,True,True,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.3,30.0,TAS-B,RR@10,97,0.9354933726067748,0.937039764359352,0.0015463917525773,-0.05,-0.0467746686303387,1000000.0,-0.0101309560257151,0.0132237395308698,4.999720972652514e-13,4.999720972652514e-13,8.213898275337367,0.0,-169985886.02040473,True,True,True,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.45,45.0,SPLADE,RR@10,97,0.8618106692848961,0.8624856815578466,0.0006750122729504,-0.05,-0.0430905334642448,1000000.0,-0.0241823008922994,0.0255323254382003,0.0003597104168587,0.0003597104168587,3.4949039381848386,0.0,-79855143.514308,True,True,True,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.45,45.0,TAS-B,RR@10,97,0.9354933726067748,0.9404761904761906,0.0049828178694158,-0.05,-0.0467746686303387,1000000.0,-0.0109223685517398,0.0208880042905714,2.162160356759158e-09,2.162160356759158e-09,6.459389785563212,0.0,-124801071.1147629,True,True,True,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.6,60.0,BM25,RR@10,97,0.7986786123384061,0.8134879725085911,0.0148093601701849,-0.05,-0.0399339306169203,1000000.0,-0.0493860445209396,0.0790047648613094,0.0468763229722539,0.0468763229722539,1.6927157620833253,0.0,-30920971.55061798,True,True,False,True
metadata_qualt5_POOLEDCONCAT,test-2019_test-2020,0.6,60.0,TAS-B,RR@10,97,0.9354933726067748,0.9245704467353952,-0.0109229258713794,-0.05,-0.0467746686303387,1000000.0,-0.0387301663071662,0.0168843145644073,0.0060261046713743,0.0060261046713743,2.5592308262992254,0.0,-71383722.4443983,True,True,True,True
perplexity,test-2019_test-2020,0.15,15.0,BM25,RR@10,97,0.7986786123384061,0.8104810996563573,0.0118024873179512,-0.05,-0.0399339306169203,1000000.0,-0.0325690612354368,0.0561740358713393,0.0113871619720105,0.0113871619720105,2.3144555753326377,0.0,-44735519.78279324,True,True,True,True
perplexity,test-2019_test-2020,0.15,15.0,SPLADE,RR@10,97,0.8618106692848961,0.8700867288496155,0.0082760595647193,-0.05,-0.0430905334642448,1000000.0,-0.0102265664698102,0.0267786855992489,1.4987607986924618e-07,1.4987607986924618e-07,5.510670815537814,0.0,-107281220.04945631,True,True,True,True
perplexity,test-2019_test-2020,0.15,15.0,SPLADE,nDCG@10,97,0.5903063303445052,0.5752992462284737,-0.0150070841160314,-0.05,-0.0295153165172252,1000000.0,-0.0289410012614644,-0.0010731669705985,0.0207225747337873,0.0207225747337873,2.0667995513275232,0.0,-142457021.9990475,True,True,True,True
perplexity,test-2019_test-2020,0.15,15.0,TAS-B,RR@10,97,0.9354933726067748,0.9336033382425136,-0.0018900343642611,-0.05,-0.0467746686303387,1000000.0,-0.0045401368280733,0.0007600680995509,3.3324773277951874e-55,3.3324773277951874e-55,33.61956605964934,0.0,-749021723.6458604,True,True,True,True
perplexity,test-2019_test-2020,0.15,15.0,TAS-B,nDCG@10,97,0.697936757957595,0.6781974951290229,-0.0197392628285722,-0.05,-0.0348968378978797,1000000.0,-0.0336403544217715,-0.0058381712353728,0.0164569096969239,0.0164569096969239,2.1644018753281555,0.0,-142793415.71162876,True,True,True,True
perplexity,test-2019_test-2020,0.3,30.0,SPLADE,RR@10,97,0.8618106692848961,0.8686548846342661,0.0068442153493699,-0.05,-0.0430905334642448,1000000.0,-0.0242107414575849,0.0378991721563249,0.0009559187625287,0.0009559187625287,3.1917511143686097,0.0,-63918436.92729945,True,True,True,True
perplexity,test-2019_test-2020,0.3,30.0,TAS-B,RR@10,97,0.9354933726067748,0.9344624447717232,-0.0010309278350515,-0.05,-0.0467746686303387,1000000.0,-0.0264984261991653,0.0244365705290622,0.0002842511798371,0.0002842511798371,3.5653524555569795,0.0,-77941864.77201983,True,True,True,True
perplexity,test-2019_test-2020,0.45,45.0,TAS-B,RR@10,97,0.9354933726067748,0.9186712485681556,-0.0168221240386188,-0.05,-0.0467746686303387,1000000.0,-0.051148551929691,0.0175043038524532,0.0432376389168249,0.0432376389168249,1.7320570405305913,0.0,-57826708.65787754,True,True,False,True
qualt5_dev.small,,0.15,15.0,BM25,RR@10,6980,0.1842761631873379,0.1959738709237276,0.0116977077363896,-0.05,-0.0092138081593668,1000000.0,0.006909267336812,0.0164861481359673,6.81900302340705e-18,6.81900302340705e-18,8.560809775275395,0.0,-409382548.72621286,True,True,True,True
qualt5_dev.small,,0.15,15.0,BM25,nDCG@10,6980,0.2299347532023317,0.239823368887912,0.0098886156855802,-0.05,-0.0114967376601165,1000000.0,0.0052875436591499,0.0144896877120106,5.229788136947332e-20,5.229788136947332e-20,9.111309835804027,0.0,-426053738.6696557,True,True,True,True
qualt5_dev.small,,0.15,15.0,BM25,R@100,6980,0.6777578796561604,0.6546561604584528,-0.0231017191977077,-0.05,-0.033887893982808,1000000.0,-0.0298909505176499,-0.0163124878777655,0.0009254228974238,0.0009254228974238,3.114370409246004,0.0,-288737253.3120283,True,True,True,True
qualt5_dev.small,,0.15,15.0,SPLADE,RR@10,6980,0.2969339837176513,0.286637217446673,-0.0102967662709783,-0.05,-0.0148466991858825,1000000.0,-0.0131756119100007,-0.0074179206319558,0.0009773547429706,0.0009773547429706,3.0982041487150376,0.0,-680934035.4157095,True,True,True,True
qualt5_dev.small,,0.15,15.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3392054938644724,-0.0133480351419217,-0.05,-0.0176276764503197,1000000.0,-0.0163472323949191,-0.0103488378889242,0.0025843240110689,0.0025843240110689,2.797214417244662,0.0,-653609555.8038917,True,True,True,True
qualt5_dev.small,,0.15,15.0,TAS-B,RR@10,6980,0.3472977213808159,0.334472642925365,-0.0128250784554509,-0.05,-0.0173648860690407,1000000.0,-0.016209635202084,-0.0094405217088178,0.004285980598975,0.004285980598975,2.6294145733968204,0.0,-579190756.7290199,True,True,True,True
qualt5_dev.small,,0.15,15.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3943198996648253,-0.0163375641908552,-0.05,-0.020532873192784,1000000.0,-0.0197856211138963,-0.012889507267814,0.0085496954108423,0.0085496954108423,2.3851348819443423,0.0,-568524254.0692611,True,True,True,True
qualt5_dev.small,,0.3,30.0,BM25,RR@10,6980,0.1842761631873379,0.1943879337790512,0.0101117705917132,-0.05,-0.0092138081593668,1000000.0,0.0043728189394961,0.0158507222439304,2.188764785652984e-11,2.188764785652984e-11,6.6012071219195,0.0,-341578751.1564506,True,True,True,True
qualt5_dev.small,,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.2354875031452233,0.0055527499428916,-0.05,-0.0114967376601165,1000000.0,-0.0001002706174114,0.0112057705031947,1.7667181820801351e-09,1.7667181820801351e-09,5.912268967678543,0.0,-346771062.7154581,True,True,True,True
qualt5_dev.small,,0.45,45.0,BM25,RR@10,6980,0.1842761631873379,0.1889589302769818,0.0046827670896438,-0.05,-0.0092138081593668,1000000.0,-0.0017632917620336,0.0111288259413213,1.2041761854942651e-05,1.2041761854942651e-05,4.226072409818218,0.0,-304108912.75743175,True,True,True,True
qualt5_dev.small,,0.45,45.0,BM25,nDCG@10,6980,0.2299347532023317,0.2257576562211014,-0.0041770969812302,-0.05,-0.0114967376601165,1000000.0,-0.0106548515521706,0.0023006575897101,0.0133934984408308,0.0133934984408308,2.215076295002986,0.0,-302620907.4230941,True,True,True,True
tasb,test-2019_test-2020,0.15,15.0,BM25,RR@10,97,0.7986786123384061,0.8009450171821305,0.0022664048437244,-0.05,-0.0399339306169203,1000000.0,-0.0449649282954066,0.0494977379828555,0.0396545622269959,0.0396545622269959,1.773547309875212,0.0,-42026853.25830202,True,True,False,True
tasb,test-2019_test-2020,0.15,15.0,SPLADE,RR@10,97,0.8618106692848961,0.8569137620684012,-0.0048969072164948,-0.05,-0.0430905334642448,1000000.0,-0.017763103269824,0.0079692888368343,2.8145768340967807e-08,2.8145768340967807e-08,5.892475801551764,0.0,-154279035.77900785,True,True,True,True
tasb,test-2019_test-2020,0.15,15.0,TAS-B,RR@10,97,0.9354933726067748,0.9221076746849942,-0.0133856979217803,-0.05,-0.0467746686303387,1000000.0,-0.0308377694558239,0.0040663736122631,0.000128023804967,0.000128023804967,3.797634160814203,0.0,-113739181.86327223,True,True,True,True
tasb,test-2019_test-2020,0.3,30.0,BM25,RR@10,97,0.7986786123384061,0.8031786941580756,0.0045000818196694,-0.05,-0.0399339306169203,1000000.0,-0.0476338841165077,0.0566340477558466,0.046962852403352,0.046962852403352,1.691811010368574,0.0,-38074684.45865903,True,True,False,True
